"","title","author","subject","abstract","meta"
"109","Democracy of quasi-greedy bases in $p$-Banach spaces with applications to the efficiency of the TGA in the Hardy spaces $H_p(\mathbb{D}^d)$","Fernando Albiac, José L. Ansorena, Glenier Bello","Functional Analysis (math.FA)","Abstract:We use new methods, specific of non-locally convex quasi-Banach spaces, to investigate when the quasi-greedy bases of a $p$-Banach space for $0<p<1$ are democratic. The novel techniques we obtain permit to show in particular that all quasi-greedy bases of the Hardy space $H_p(\mathbb{D})$ for $0<p<1$ are democratic while, in contrast, no quasi-greedy basis of $H_p(\mathbb{D}^d)$ for $d\ge 2$ is, solving thus a problem that was raised in [F. Albiac, J. L. Ansorena, and P. Wojtaszczyk, \textit{Quasi-greedy bases in $\ell_p$ ($0<p<1$) are democratic}, J. Funct. Anal. \textbf{280} (2021), no. 7, 108871, 21]. Applications of our results to other spaces of interest both in functional analysis and approximation theory are also provided.","Fri, 19 Aug 2022 13:49:59 UTC (22 KB)"
"110","Pandora's Ballot Box: Electoral Politics of Direct Democracy","Peter Buisseret, Richard Van Weelden","Theoretical Economics (econ.TH)","Abstract:We study how office-seeking parties use direct democracy to shape elections. A party with a strong electoral base can benefit from using a binding referendum to resolve issues that divide its core supporters. When referendums do not bind, however, an electorally disadvantaged party may initiate a referendum to elevate new issues in order to divide the supporters of its stronger opponent. We identify conditions under which direct democracy improves congruence between policy outcomes and voter preferences, but also show that it can lead to greater misalignment both on issues subject to direct democracy and those that are not.","Wed, 10 Aug 2022 19:43:10 UTC (329 KB)"
"111","Democratization of Quantum Technologies","Zeki C. Seskir, Steven Umbrello, Christopher Coenen, Pieter E. Vermaas","Physics and Society (physics.soc-ph)","Abstract:As quantum technologies (QT) advance, their potential impact on and relation with society has been developing into an important issue for exploration. In this paper, we investigate the topic of democratization in the context of QT, particularly quantum computing. The paper contains three main sections. First, we briefly introduce different theories of democracy (participatory, representative, and deliberative) and how the concept of democratization can be formulated with respect to whether democracy is taken as an intrinsic or instrumental value. Second, we give an overview of how the concept of democratization is used in the QT field. Democratization is mainly adopted by companies working on quantum computing and used in a very narrow understanding of the concept. Third, we explore various narratives and counter-narratives concerning democratization in QT. Finally, we explore the general efforts of democratization in QT such as different forms of access, formation of grassroot communities and special interest groups, the emerging culture of manifesto writing, and how these can be located within the different theories of democracy. In conclusion, we argue that although the ongoing efforts in the democratization of QT are necessary steps towards the democratization of this set of emerging technologies, they should not be accepted as sufficient to argue that QT is a democratized field. We argue that more reflexivity and responsiveness regarding the narratives and actions adopted by the actors in the QT field, and making the underlying assumptions of ongoing efforts on democratization of QT explicit, can result in a better technology for society.","Fri, 5 Aug 2022 19:23:09 UTC (385 KB)[v2] Tue, 9 Aug 2022 07:50:49 UTC (385 KB)[v3] Wed, 30 Nov 2022 11:25:00 UTC (416 KB)"
"112","Exploring the Online Micro-targeting Practices of Small, Medium, and Large Businesses","Salim Chouaki (1, 2, 3, 4), Islem Bouzenia (1, 2, 3, 4), Oana Goga (1, 2, 3, 4), Beatrice Roussillon (1, 5) ((1) Univ. Grenoble Alpes, (2) CNRS, (3) Grenoble INP, (4) LIG, (5) GAEL)","Computers and Society (cs.CY)","Abstract:Facebook and other advertising platforms exploit users data for marketing purposes by allowing advertisers to select specific users and target them (the practice is being called micro-targeting). However, advertisers such as Cambridge Analytica have maliciously used these targeting features to manipulate users in the context of elections. The European Commission plans to restrict or ban some targeting functionalities in the new European Democracy Action Plan act to protect users from such harms. The difficulty is that we do not know the economic impact of these restrictions on regular advertisers. In this paper, to inform the debate, we take a first step by understanding who is advertising on Facebook and how they use the targeting functionalities. For this, we asked 890 U.S. users to install a monitoring tool on their browsers to collect the ads they receive on Facebook and information about how these ads were targeted. By matching advertisers on Facebook with their LinkedIn profiles, we could see that 71% of advertisers are small and medium-sized businesses with 200 employees or less, and they are responsible for 61% of ads and 57% of ad impressions. Regarding micro-targeting, we found that only 32% of small and medium-sized businesses and 30% of large-sized businesses micro-target at least one of their ads. These results should not be interpreted as micro-targeting not being useful as a marketing strategy, but rather that advertisers prefer to outsource the micro-targeting task to ad platforms. Indeed, Facebook is employing optimization algorithms that exploit user data to decide which users should see what ads; which means ad platforms are performing an algorithmic-driven micro-targeting. Hence, when setting restrictions, legislators should take into account both the traditional advertiser-driven micro-targeting as well as algorithmic-driven micro-targeting performed by ad platforms.","Tue, 19 Jul 2022 14:16:54 UTC (1,672 KB)[v2] Sat, 2 Mar 2024 18:18:43 UTC (1,528 KB)"
"113","Electric Democracy: Proof of Work to secure Elections","Vitaly Zuevsky","Cryptography and Security (cs.CR)","Abstract:Electronic voting consistently fails to supplant conventional paper ballot due to a plethora of security shortcomings. Not only are traditional voting methods mediocre in terms of convenience and interface, they also encompass principal-agent problem, where the state may have vested interest in the outcome of the ballot. Electronic voting protocol using cryptography to deliver in zero trust environments is long overdue. Here I propose using Proof of Work algorithm at user devices in combination with other well-known security primitives to build a zero-trust voting system. The state would only issue single-use voting authorizations to its citizens, while zero trust design would allow conducting elections by an open-source platform with enhanced observability. It is also hypothesized that the heighten availability of plebiscite by means of the proposed design may ultimately change the way our society participates in the policy making.","Thu, 30 Jun 2022 11:52:45 UTC (321 KB)"
"114","Social media sharing by political elites: An asymmetric American exceptionalism","Jana Lasser, Segun Taofeek Aroyehun, Almog Simchon, Fabio Carrella, David Garcia, Stephan Lewandowsky","Computers and Society (cs.CY)","Abstract:Increased sharing of untrustworthy information on social media platforms is one of the main challenges of our modern information society. Because information disseminated by political elites is known to shape citizen and media discourse, it is particularly important to examine the quality of information shared by politicians. Here we show that from 2016 onward, members of the Republican party in the U.S. Congress have been increasingly sharing links to untrustworthy sources. The proportion of untrustworthy information posted by Republicans versus Democrats is diverging at an accelerating rate, and this divergence has worsened since president Biden was elected. This divergence between parties seems to be unique to the U.S. as it cannot be observed in other western democracies such as Germany and the United Kingdom, where left-right disparities are smaller and have remained largely constant.","Wed, 13 Jul 2022 16:03:47 UTC (3,185 KB)"
"115","Social Media and Democracy","Ronen Gradwohl, Yuval Heller, Arye Hillman","Theoretical Economics (econ.TH)","Abstract:We study the ability of a social media platform with a political agenda to influence voting outcomes. Our benchmark is Condorcet's jury theorem, which states that the likelihood of a correct decision under majority voting increases with the number of voters. We show how information manipulation by a social media platform can overturn the jury theorem, thereby undermining democracy. We also show that sometimes the platform can do so only by providing information that is biased in the opposite direction of its preferred outcome. Finally, we compare manipulation of voting outcomes through social media to manipulation through traditional media.","Wed, 29 Jun 2022 07:06:59 UTC (270 KB)"
"116","A Contribution to the Defense of Liquid Democracy","Gregory Butterworth, Richard Booth","Multiagent Systems (cs.MA)","Abstract:Liquid democracy is a hybrid direct-representative decision making process that provides each voter with the option of either voting directly or to delegate their vote to another voter, i.e., to a representative of their choice. One of the proposed advantages of liquid democracy is that, in general, it is assumed that voters will delegate their vote to others that are better informed, which leads to more informed and better decisions. Considering an audience from various knowledge domains, we provide an accessible high-level analysis of a prominent critique of liquid democracy by Caragiannis and Micha. Caragiannis and Micha's critique contains three central topics: 1. Analysis using their $\alpha$-delegation model, which does not assume delegation to the more informed; 2. Novel delegation network structures where it is advantageous to delegate to the less informed rather than the more informed; and 3. Due to NP hardness, the implied impracticability of a social network obtaining an optimal delegation structure. We show that in the real world, Caragiannis and Micha's critique of liquid democracy has little or no relevance. Respectively, our critique is based on: 1. The identification of incorrect $\alpha$-delegation model assumptions; 2. A lack of novel delegation structures and their effect in a real-world implementation of liquid democracy, which would be guaranteed with constraints that sensibly distribute voting power; and 3. The irrelevance of an optimal delegation structure if the correct result is guaranteed regardless. We conclude that Caragiannis and Micha's critique has no significant negative relevance to the proposition of liquid democracy.","Tue, 28 Jun 2022 11:40:28 UTC (173 KB)[v2] Thu, 3 Aug 2023 12:28:39 UTC (41 KB)"
"117","Differentially Private Condorcet Voting","Zhechen Li, Ao Liu, Lirong Xia, Yongzhi Cao, Hanpin Wang","Computer Science and Game Theory (cs.GT)","Abstract:Designing private voting rules is an important and pressing problem for trustworthy democracy. In this paper, under the framework of differential privacy, we propose a novel famliy of randomized voting rules based on the well-known Condorcet method, and focus on three classes of voting rules in this family: Laplacian Condorcet method ($\CMLAP_\lambda$), exponential Condorcet method ($\CMEXP_\lambda$), and randomized response Condorcet method ($\CMRR_\lambda$), where $\lambda$ represents the level of noise. We prove that all of our rules satisfy absolute monotonicity, lexi-participation, probabilistic Pareto efficiency, approximate probabilistic Condorcet criterion, and approximate SD-strategyproofness. In addition, $\CMRR_\lambda$ satisfies (non-approximate) probabilistic Condorcet criterion, while $\CMLAP_\lambda$ and $\CMEXP_\lambda$ satisfy strong lexi-participation. Finally, we regard differential privacy as a voting axiom, and discuss its relations to other axioms.","Mon, 27 Jun 2022 06:55:22 UTC (95 KB)[v2] Tue, 23 Aug 2022 01:03:11 UTC (114 KB)"
"118","FAIR-BFL: Flexible and Incentive Redesign for Blockchain-based Federated Learning","Rongxin Xu, Shiva Raj Pokhrel, Qiujun Lan, Gang Li","Distributed, Parallel, and Cluster Computing (cs.DC)","Abstract:Vanilla Federated learning (FL) relies on the centralized global aggregation mechanism and assumes that all clients are honest. This makes it a challenge for FL to alleviate the single point of failure and dishonest clients. These impending challenges in the design philosophy of FL call for blockchain-based federated learning (BFL) due to the benefits of coupling FL and blockchain (e.g., democracy, incentive, and immutability). However, one problem in vanilla BFL is that its capabilities do not follow adopters' needs in a dynamic fashion. Besides, vanilla BFL relies on unverifiable clients' self-reported contributions like data size because checking clients' raw data is not allowed in FL for privacy concerns. We design and evaluate a novel BFL framework, and resolve the identified challenges in vanilla BFL with greater flexibility and incentive mechanism called FAIR-BFL. In contrast to existing works, FAIR-BFL offers unprecedented flexibility via the modular design, allowing adopters to adjust its capabilities following business demands in a dynamic fashion. Our design accounts for BFL's ability to quantify each client's contribution to the global learning process. Such quantification provides a rational metric for distributing the rewards among federated clients and helps discover malicious participants that may poison the global model.","Sun, 26 Jun 2022 15:20:45 UTC (833 KB)"
"119","Helicity, chirality and spin of optical fields without vector potentials","Andrea Aiello","Optics (physics.optics)","Abstract:Helicity $H$, chirality $C$, and spin angular momentum $\mathbf{S}$ are three physical observables that play an important role in the study of optical fields. These quantities are closely related, but their connection is hidden by the use of four different vector fields for their representation, namely, the electric and magnetic fields $\mathbf{E}$ and $\mathbf{B}$, and the two transverse potential vectors $\mathbf{C}^\perp$ and $\mathbf{A}^\perp$. Helmholtz's decomposition theorem restricted to solenoidal vector fields, entails the introduction of a bona fide inverse curl operator, which permits one to express the above three quantities in terms of the observable electric and magnetic fields only. This yields clear expressions for $H, C$, and $\mathbf{S}$, which are automatically gauge-invariant and display electric-magnetic democracy.","Fri, 17 Jun 2022 14:45:48 UTC (27 KB)[v2] Fri, 28 Oct 2022 14:51:27 UTC (19 KB)"
"120","Characterizing Properties and Trade-offs of Centralized Delegation Mechanisms in Liquid Democracy","Brian Brubach, Audrey Ballarin, Heeba Nazeer","Multiagent Systems (cs.MA)","Abstract:Liquid democracy is a form of transitive delegative democracy that has received a flurry of scholarly attention from the computer science community in recent years. In its simplest form, every agent starts with one vote and may have other votes assigned to them via delegation from other agents. They can choose to delegate all votes assigned to them to another agent or vote directly with all votes assigned to them. However, many proposed realizations of liquid democracy allow for agents to express their delegation/voting preferences in more complex ways (e.g., a ranked list of potential delegates) and employ a centralized delegation mechanism to compute the final vote tally. In doing so, centralized delegation mechanisms can make decisions that affect the outcome of a vote and where/whether agents are able to delegate their votes. Much of the analysis thus far has focused on the ability of these mechanisms to make a correct choice. We extend this analysis by introducing and formalizing other important properties of a centralized delegation mechanism in liquid democracy with respect to crucial features such as accountability, transparency, explainability, fairness, and user agency. In addition, we evaluate existing methods in terms of these properties, show how some prior work can be augmented to achieve desirable properties, prove impossibility results for achieving certain sets of properties simultaneously, and highlight directions for future work.","Fri, 10 Jun 2022 20:11:35 UTC (1,853 KB)"
"121","How Algorithms Shape the Distribution of Political Advertising: Case Studies of Facebook, Google, and TikTok","Orestis Papakyriakopoulos, Christelle Tessono, Arvind Narayanan, Mihir Kshirsagar","Social and Information Networks (cs.SI)","Abstract:Online platforms play an increasingly important role in shaping democracy by influencing the distribution of political information to the electorate. In recent years, political campaigns have spent heavily on the platforms' algorithmic tools to target voters with online advertising. While the public interest in understanding how platforms perform the task of shaping the political discourse has never been higher, the efforts of the major platforms to make the necessary disclosures to understand their practices falls woefully short. In this study, we collect and analyze a dataset containing over 800,000 ads and 2.5 million videos about the 2020 U.S. presidential election from Facebook, Google, and TikTok. We conduct the first large scale data analysis of public data to critically evaluate how these platforms amplified or moderated the distribution of political advertisements. We conclude with recommendations for how to improve the disclosures so that the public can hold the platforms and political advertisers accountable.","Thu, 9 Jun 2022 18:19:30 UTC (2,521 KB)[v2] Wed, 13 Jul 2022 17:46:46 UTC (2,521 KB)"
